,Year,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
67,2019,1950.0,194.0,5.0,35.67,True,False,False,False,False
68,2016,1248.0,88.5,7.0,8.15,True,False,False,False,True
69,2018,1396.0,88.7,5.0,10.5,True,False,False,False,True
70,2008,4806.0,500.0,5.0,14.5,False,False,False,True,False
71,2015,2179.0,140.0,7.0,9.65,True,False,False,False,True
72,2012,1197.0,78.9,5.0,3.48,False,False,False,True,False
73,2015,1461.0,108.5,5.0,6.92,True,False,False,False,True
74,2016,1198.0,86.8,5.0,6.46,False,False,False,True,False
75,2014,1968.0,187.74,5.0,29.5,True,False,False,False,False
77,2006,1998.0,132.0,8.0,4.5,False,False,False,True,True
78,2012,2494.0,102.0,7.0,11.75,True,False,False,False,True
80,2012,1248.0,74.0,5.0,3.75,True,False,False,False,True
81,2017,1193.0,88.7,5.0,4.5,False,False,False,True,True
82,2016,1198.0,86.7,5.0,4.82,False,False,False,True,True
83,2012,1399.0,68.0,5.0,2.8,True,False,False,False,True
84,2013,1248.0,73.94,5.0,3.11,True,False,False,False,True
85,2009,1497.0,117.3,5.0,3.25,False,False,False,True,True
86,2011,1995.0,218.0,5.0,13.9,True,False,False,False,False
87,2009,1197.0,78.9,5.0,2.25,False,False,False,True,True
88,2016,1197.0,82.0,5.0,5.75,False,False,False,True,True
90,2016,1198.0,86.7,5.0,5.0,False,False,False,True,True
91,2014,2982.0,168.5,7.0,16.5,True,False,False,False,True
92,2018,1968.0,174.33,5.0,39.58,True,False,False,False,False
93,2013,1498.0,89.84,5.0,5.5,True,False,False,False,True
94,2014,2179.0,140.0,7.0,8.1,True,False,False,False,True
95,2015,1498.0,98.6,5.0,3.5,True,False,False,False,True
96,2013,1199.0,73.9,5.0,2.79,True,False,False,False,True
97,2010,1493.0,110.0,5.0,3.45,True,False,False,False,True
98,2016,998.0,67.1,5.0,4.45,False,False,False,True,True
99,2010,1598.0,103.5,5.0,2.65,False,False,False,True,True
100,2011,1396.0,90.0,5.0,3.8,True,False,False,False,True
101,2014,1197.0,82.85,5.0,4.65,False,False,False,True,True
102,2017,1198.0,67.0,7.0,3.95,False,False,False,True,True
103,2010,2967.0,241.4,5.0,9.8,True,False,False,False,False
104,2009,1197.0,80.0,5.0,2.7,False,False,False,True,True
105,2010,796.0,35.0,5.0,2.41,False,False,False,True,True
106,2014,1197.0,78.9,5.0,3.9,False,False,False,True,True
107,2011,2993.0,270.9,5.0,24.0,True,False,False,False,False
108,2012,2179.0,140.0,7.0,5.75,True,False,False,False,True
109,2014,1582.0,126.32,5.0,5.25,True,False,False,False,False
110,2017,2755.0,171.5,7.0,19.25,True,False,False,False,False
111,2017,1196.0,73.0,5.0,3.91,False,False,False,True,True
112,2014,624.0,37.5,4.0,2.15,False,False,False,True,True
113,2015,1995.0,190.0,5.0,20.75,True,False,False,False,False
114,2010,1799.0,130.0,5.0,3.35,False,False,False,True,True
115,2014,2494.0,100.6,7.0,11.11,True,False,False,False,True
116,2014,1984.0,150.0,5.0,20.0,True,False,False,False,False
117,2016,1198.0,75.94,5.0,6.55,False,False,False,True,False
118,2009,2497.0,215.0,5.0,7.0,False,False,False,True,False
119,2016,1248.0,88.5,5.0,7.5,True,False,False,False,True
121,2014,2143.0,107.3,5.0,16.75,True,False,False,False,False
122,2018,1582.0,126.2,5.0,10.95,True,False,False,False,True
123,2011,998.0,67.1,5.0,2.45,False,False,False,True,True
124,2017,624.0,37.48,4.0,3.23,False,False,False,True,False
125,2014,2179.0,120.0,8.0,7.75,True,False,False,False,True
126,2009,1796.0,178.0,5.0,9.35,False,False,False,True,False
127,2013,998.0,58.16,5.0,3.25,False,False,False,False,True
128,2007,2354.0,152.0,5.0,5.25,False,False,False,True,True
129,2015,1498.0,103.2,5.0,7.25,True,False,False,False,False
130,2017,1373.0,91.1,5.0,7.47,False,False,False,True,True
131,2016,2179.0,140.0,7.0,13.25,True,False,False,False,False
132,2016,1197.0,85.8,5.0,5.81,False,False,False,True,True
133,2014,998.0,67.1,5.0,2.6,False,False,False,True,True
134,2017,2996.0,362.07,2.0,54.0,False,False,False,True,False
135,2019,1591.0,121.3,5.0,11.5,False,False,False,True,False
136,2010,796.0,46.3,5.0,1.6,False,False,False,True,True
137,2015,1995.0,143.0,5.0,17.22,True,False,False,False,False
138,2015,1199.0,88.7,5.0,6.0,False,False,False,True,False
139,2012,1799.0,130.0,5.0,3.95,False,False,False,True,True
140,2014,2143.0,170.0,5.0,17.95,True,False,False,False,False
141,2014,1498.0,98.6,5.0,3.7,True,False,False,False,True
142,2016,1197.0,81.8,5.0,5.43,False,False,False,True,True
144,2012,2982.0,171.0,7.0,13.49,True,False,False,False,True
145,2014,1199.0,76.8,5.0,2.85,False,False,False,True,True
146,2013,1498.0,103.52,5.0,4.75,True,False,False,False,True
147,2018,1373.0,91.1,5.0,9.9,False,False,False,True,True
148,2013,2894.0,444.0,4.0,37.0,False,False,False,True,False
149,2014,1995.0,190.0,5.0,26.5,True,False,False,False,False
150,2015,1968.0,174.33,5.0,23.32,True,False,False,False,False
151,2016,1248.0,74.0,5.0,6.25,True,False,False,False,True
152,2010,5461.0,362.9,5.0,30.0,False,False,False,True,False
153,2016,1498.0,103.52,5.0,9.86,True,False,False,False,False
154,2012,1968.0,138.1,5.0,8.5,True,False,False,False,False
155,2019,814.0,55.2,5.0,4.23,False,False,False,True,True
156,2012,1199.0,73.9,5.0,3.5,True,False,False,False,True
157,2016,1198.0,67.06,5.0,2.5,False,False,False,True,True
158,2013,1198.0,86.8,5.0,2.39,False,False,False,True,True
159,2013,1595.0,120.7,5.0,11.25,False,False,False,True,False
160,2015,1498.0,98.6,5.0,7.11,True,False,False,False,True
161,2016,2494.0,100.6,7.0,10.9,True,False,False,False,True
162,2017,1197.0,81.8,5.0,6.2,False,False,False,True,True
163,2012,2179.0,140.0,7.0,7.9,True,False,False,False,True
164,2014,1498.0,89.84,5.0,4.42,True,False,False,False,True
165,2012,2982.0,168.5,7.0,13.5,True,False,False,False,True
166,2013,1498.0,108.5,5.0,6.25,True,False,False,False,False
167,2010,1399.0,68.0,5.0,2.1,True,False,False,False,True
168,2015,2993.0,258.0,5.0,45.0,True,False,False,False,False
169,2017,2143.0,167.62,5.0,33.66,True,False,False,False,False
170,2012,1198.0,86.8,5.0,3.65,False,False,False,True,True
171,2013,1197.0,78.9,5.0,2.75,False,False,False,True,True
172,2016,2143.0,170.0,5.0,42.5,True,False,False,False,False
173,2019,1197.0,81.86,5.0,6.5,False,False,False,True,True
174,2012,1968.0,174.33,5.0,19.0,True,False,False,False,False
175,2013,1598.0,103.6,5.0,4.45,False,False,False,True,False
176,2017,1998.0,112.0,5.0,23.0,True,False,False,False,False
177,2014,1396.0,88.73,5.0,8.35,True,False,False,False,True
178,2014,1968.0,174.33,5.0,22.95,True,False,False,False,False
179,2012,936.0,57.6,5.0,1.5,True,False,False,False,True
180,2012,1798.0,157.75,5.0,6.89,False,False,False,True,False
181,2006,1399.0,68.0,5.0,1.45,True,False,False,False,True
182,2014,1995.0,190.0,5.0,33.5,True,False,False,False,False
183,2007,1598.0,102.5,5.0,1.25,False,False,False,True,True
184,2012,1199.0,73.9,5.0,4.2,True,False,False,False,True
185,2015,1461.0,108.5,8.0,6.75,True,False,False,False,True
186,2014,2143.0,201.1,5.0,32.0,True,False,False,False,False
187,2017,1197.0,83.1,5.0,7.5,False,False,False,True,True
188,2012,1582.0,126.32,5.0,4.6,True,False,False,False,True
189,2017,1086.0,68.05,5.0,4.04,False,False,False,True,True
190,2016,1997.0,120.0,7.0,10.31,True,False,False,False,True
191,2018,2179.0,187.7,5.0,55.76,True,False,False,False,False
192,2010,1399.0,68.0,5.0,2.6,True,False,False,False,True
193,2016,1248.0,88.5,7.0,8.5,True,False,False,False,True
195,2014,1498.0,98.6,5.0,3.5,True,False,False,False,True
196,2015,1197.0,78.9,5.0,3.55,False,False,False,True,True
197,2013,1498.0,98.6,5.0,3.25,True,False,False,False,True
198,2008,1896.0,106.0,5.0,4.5,True,False,False,False,True
199,2014,1461.0,83.8,5.0,5.35,True,False,False,False,True
200,2017,1493.0,100.0,7.0,6.5,True,False,False,False,True
201,2016,1248.0,88.5,5.0,9.0,True,False,False,False,True
202,2016,1197.0,81.83,5.0,6.0,False,False,False,True,True
203,2009,1390.0,85.0,5.0,2.75,False,False,False,True,True
204,2010,1193.0,64.1,5.0,1.5,False,False,False,True,True
205,2015,1968.0,174.33,5.0,19.9,True,False,False,False,False
206,2014,1798.0,177.5,5.0,10.0,False,False,False,True,False
207,2014,1364.0,67.06,5.0,3.0,True,False,False,False,True
209,2014,1595.0,120.7,5.0,11.96,False,False,False,True,False
210,2013,1498.0,98.6,5.0,3.25,True,False,False,False,True
211,2012,1582.0,126.32,5.0,4.75,True,False,False,False,True
212,2014,1461.0,83.8,5.0,5.95,True,False,False,False,True
213,2015,1591.0,121.3,5.0,8.15,False,False,False,True,True
214,2016,998.0,67.0,5.0,4.22,False,False,False,True,False
215,2010,1796.0,186.0,5.0,10.5,False,False,False,True,False
216,2012,2967.0,246.7,5.0,45.0,True,False,False,False,False
217,2012,1086.0,68.05,5.0,2.9,False,False,False,True,True
218,2017,1598.0,103.52,5.0,8.9,False,False,False,True,False
219,2017,1798.0,177.46,5.0,26.0,False,False,False,True,False
220,2018,1197.0,81.86,5.0,8.22,False,False,False,True,True
221,2014,1498.0,98.6,5.0,3.5,True,False,False,False,True
222,2004,998.0,67.1,5.0,1.25,False,False,False,True,True
223,2013,1461.0,65.0,5.0,3.7,True,False,False,False,True
224,2018,2143.0,167.62,5.0,39.41,True,False,False,False,False
225,2013,998.0,67.04,5.0,2.65,False,False,False,True,True
226,2015,1461.0,108.5,5.0,8.92,True,False,False,False,True
228,2017,1998.0,189.08,4.0,35.67,False,False,False,True,False
230,2007,1396.0,53.5,5.0,0.85,True,False,False,False,True
231,2016,1199.0,76.8,5.0,3.32,False,False,False,True,True
232,2012,1199.0,73.9,5.0,3.6,True,False,False,False,True
233,2016,1248.0,74.0,5.0,6.8,True,False,False,False,True
234,2012,1399.0,68.05,5.0,2.5,True,False,False,False,True
235,2019,2755.0,171.5,7.0,19.64,True,False,False,False,False
236,2011,2199.0,194.3,7.0,7.0,True,False,False,False,False
237,2011,1497.0,117.3,5.0,3.87,False,False,False,True,True
238,2018,1197.0,81.83,5.0,6.27,False,False,False,True,True
239,2015,2143.0,167.62,5.0,18.12,True,False,False,False,False
240,2013,936.0,57.6,5.0,2.65,True,False,False,False,True
241,2015,1396.0,88.73,5.0,7.2,True,False,False,False,True
242,2015,2494.0,100.6,7.0,14.3,True,False,False,False,True
243,2013,1248.0,88.76,7.0,6.9,True,False,False,False,True
244,2014,2494.0,102.0,7.0,10.75,True,False,False,False,True
246,2016,1497.0,117.3,5.0,8.09,False,False,False,True,True
247,2014,1995.0,184.0,5.0,18.5,True,False,False,False,False
248,2017,1120.0,70.0,5.0,4.75,True,False,False,False,True
249,2016,1248.0,88.5,5.0,8.45,True,False,False,False,True
250,2012,1598.0,103.6,5.0,3.5,True,False,False,False,True
251,2006,1493.0,82.0,5.0,1.8,True,False,False,False,True
252,2014,1498.0,103.6,5.0,3.7,True,False,False,False,True
253,2017,1199.0,88.7,5.0,7.17,False,False,False,True,True
254,2010,1086.0,68.05,5.0,1.75,False,False,False,True,True
255,2018,1995.0,183.0,5.0,21.99,True,False,False,False,False
256,2017,2393.0,147.8,7.0,18.65,True,False,False,False,True
257,2011,796.0,35.0,5.0,1.85,False,False,False,True,True
258,2017,1197.0,81.8,5.0,5.95,False,False,False,True,True
259,2014,1197.0,82.0,5.0,3.75,False,False,False,True,True
260,2012,1248.0,74.0,5.0,3.75,True,False,False,False,True
261,2008,1582.0,126.2,5.0,2.6,True,False,False,False,True
263,2010,1197.0,80.0,5.0,2.8,False,False,False,True,True
264,2017,2987.0,254.79,5.0,61.29,True,False,False,False,False
265,2014,2148.0,170.0,5.0,18.0,True,False,False,False,True
266,2014,1248.0,73.94,5.0,4.35,True,False,False,False,True
267,2016,1582.0,126.2,5.0,13.75,True,False,False,False,True
268,2010,998.0,66.1,5.0,2.0,False,False,False,True,True
269,2016,1461.0,108.45,5.0,10.0,True,False,False,False,True
270,2010,1248.0,76.0,5.0,1.65,True,False,False,False,True
271,2017,2993.0,258.0,5.0,45.77,True,False,False,False,False
272,2010,1197.0,78.9,5.0,3.25,False,False,False,True,True
273,2016,2494.0,102.0,7.0,12.8,True,False,False,False,True
274,2002,993.0,60.0,5.0,0.55,False,False,False,True,True
275,2018,1248.0,74.0,5.0,7.15,True,False,False,False,True
276,2013,2179.0,120.0,8.0,7.0,True,False,False,False,True
277,2017,1248.0,74.0,5.0,3.75,True,False,False,False,True
278,2017,999.0,123.24,5.0,8.5,False,False,False,True,True
279,2012,1248.0,74.0,5.0,4.35,True,False,False,False,True
280,2016,796.0,47.3,5.0,3.26,False,False,False,True,True
281,2011,1497.0,118.0,5.0,4.21,False,False,False,True,True
282,2018,2967.0,241.4,7.0,70.36,True,False,False,False,False
283,2009,1896.0,105.0,5.0,2.95,True,False,False,False,False
284,2012,1591.0,121.3,5.0,4.28,False,False,False,True,True
285,2009,1497.0,118.0,5.0,3.57,False,False,False,True,False
286,2013,1396.0,88.8,5.0,3.11,True,False,False,False,True
287,2014,1396.0,98.6,5.0,5.96,False,False,False,True,False
288,2011,1598.0,103.6,5.0,4.7,True,False,False,False,True
289,2014,1497.0,117.3,5.0,6.9,False,False,False,True,True
290,2018,1248.0,74.0,5.0,5.25,True,False,False,False,True
291,2015,1995.0,177.0,5.0,28.0,True,False,False,False,False
292,2009,1061.0,67.0,5.0,1.35,False,False,False,True,True
293,2015,1199.0,88.7,5.0,4.85,False,False,False,True,True
294,2012,1896.0,105.0,5.0,6.7,True,False,False,False,True
295,2010,1197.0,78.9,5.0,3.1,False,False,False,True,True
296,2015,2143.0,170.0,5.0,18.64,True,False,False,False,False
297,2012,1197.0,78.9,5.0,2.8,False,False,False,True,True
298,2016,2393.0,147.8,7.0,20.25,True,False,False,False,True
299,2015,1968.0,174.33,5.0,26.78,True,False,False,False,False
300,2010,2494.0,100.6,7.0,8.26,True,False,False,False,True
301,2015,1198.0,73.9,5.0,3.89,False,False,False,True,True
302,2011,998.0,67.1,5.0,2.1,False,False,False,True,True
303,2017,1497.0,117.3,5.0,12.69,False,False,False,True,False
304,2013,1405.0,70.0,5.0,2.58,True,False,False,False,True
305,2014,1968.0,174.33,5.0,20.77,True,False,False,False,False
306,2015,2143.0,136.0,5.0,20.26,True,False,False,False,False
309,2014,998.0,67.04,5.0,4.25,False,False,False,True,False
310,2017,2143.0,201.15,5.0,57.0,True,False,False,False,False
311,2017,2179.0,187.7,5.0,44.0,True,False,False,False,False
312,2011,1598.0,103.6,5.0,3.65,True,False,False,False,True
313,2012,796.0,35.0,5.0,2.05,False,False,False,True,True
314,2012,1198.0,86.8,5.0,3.13,False,False,False,True,True
315,2000,2956.0,83.1,7.0,1.5,True,False,False,False,True
316,2012,1248.0,75.0,5.0,2.85,True,False,False,False,True
317,2012,998.0,67.1,5.0,2.65,False,False,False,True,True
318,2015,2179.0,140.0,7.0,10.6,True,False,False,False,True
319,2008,1396.0,70.0,5.0,1.25,True,False,False,False,True
320,2018,1373.0,93.7,7.0,8.25,False,False,False,True,True
321,2011,2354.0,177.6,5.0,4.45,False,False,False,True,False
322,2012,1248.0,73.9,5.0,3.7,True,False,False,False,True
323,2009,1399.0,68.0,5.0,2.8,True,False,False,False,True
324,2008,1497.0,78.0,5.0,1.8,False,False,False,True,True
325,2014,1968.0,174.33,5.0,21.95,True,False,False,False,False
326,2011,2993.0,313.0,4.0,49.0,True,False,False,False,False
327,2017,2967.0,245.0,7.0,62.67,True,False,False,False,False
328,2008,998.0,67.1,5.0,1.4,False,False,False,False,True
329,2012,1396.0,90.0,5.0,5.5,True,False,False,False,True
330,2009,1197.0,78.9,5.0,2.95,False,False,False,True,False
331,2016,1199.0,88.7,5.0,6.86,False,False,False,True,False
332,2015,1248.0,74.0,5.0,6.15,True,False,False,False,True
333,2011,1197.0,82.85,5.0,3.3,False,False,False,True,True
334,2011,1198.0,73.9,5.0,2.55,False,False,False,True,True
335,2009,796.0,46.3,5.0,1.5,False,False,False,True,True
336,2004,1794.0,125.0,5.0,2.5,False,False,False,True,False
337,2006,796.0,46.3,5.0,1.4,False,False,False,True,True
338,2012,1248.0,88.8,5.0,3.4,True,False,False,False,True
339,2012,796.0,46.3,5.0,2.25,False,False,False,True,True
340,2013,1968.0,141.0,5.0,7.5,True,False,False,False,False
341,2008,1794.0,125.0,5.0,2.8,False,False,False,True,False
342,2016,1197.0,81.83,5.0,7.66,False,False,False,True,True
343,2016,1248.0,88.5,5.0,7.15,True,False,False,False,True
344,2010,1497.0,118.0,5.0,3.5,False,False,False,True,True
345,2014,1248.0,75.0,5.0,3.5,True,False,False,False,True
346,2013,1498.0,98.6,5.0,3.45,True,False,False,False,True
347,2016,814.0,55.2,5.0,3.55,False,False,False,True,True
348,2015,1995.0,190.0,5.0,25.99,True,False,False,False,False
349,2012,1582.0,126.32,5.0,5.25,True,False,False,False,True
350,2013,1248.0,88.8,5.0,2.9,True,False,False,False,True
351,2005,1984.0,227.0,5.0,2.05,False,False,False,True,False
352,2017,998.0,67.1,5.0,3.75,False,False,False,True,True
353,2014,1498.0,89.84,5.0,6.75,True,False,False,False,True
354,2011,995.0,62.0,5.0,0.95,False,False,False,True,True
355,2017,1999.0,177.0,5.0,52.0,True,False,False,False,False
356,2007,1997.0,141.1,5.0,3.91,False,False,False,True,True
357,2019,1798.0,177.46,5.0,27.3,False,False,False,True,False
358,2009,1197.0,78.9,5.0,2.7,False,False,False,True,True
359,2013,1248.0,74.0,5.0,3.5,True,False,False,False,True
360,2016,1197.0,83.14,5.0,6.2,False,False,False,True,False
361,2011,1461.0,63.1,5.0,2.75,True,False,False,False,True
362,2015,1248.0,74.0,5.0,3.25,True,False,False,False,True
363,2012,1399.0,67.0,5.0,3.25,True,False,False,False,True
364,2003,993.0,60.0,5.0,0.65,False,False,False,True,True
365,2017,1998.0,192.0,5.0,35.0,False,False,False,True,True
366,2014,1364.0,67.05,5.0,3.25,True,False,False,False,True
367,2018,796.0,47.3,5.0,2.9,False,False,False,True,True
368,2011,796.0,47.0,5.0,2.9,False,False,False,True,True
369,2009,2993.0,235.0,5.0,17.75,True,False,False,False,False
370,2015,2496.0,179.5,5.0,8.25,False,False,False,True,False
371,2015,1197.0,82.0,5.0,5.77,False,False,False,True,False
372,2017,1248.0,88.5,5.0,9.49,True,False,False,False,True
373,2008,2967.0,241.4,7.0,12.95,True,False,False,False,False
374,2015,2143.0,136.0,5.0,20.0,True,False,False,False,False
375,2007,796.0,37.0,4.0,1.0,False,False,False,True,True
376,2015,1461.0,83.8,5.0,7.1,True,False,False,False,True
377,2017,1364.0,87.2,5.0,16.5,True,False,False,False,True
378,2014,2148.0,170.0,5.0,26.0,True,False,False,False,True
379,2010,1248.0,73.9,5.0,3.2,True,False,False,False,True
380,2017,1497.0,117.3,7.0,9.48,False,False,False,True,False
381,2015,1120.0,71.0,5.0,4.0,True,False,False,False,True
382,2014,2143.0,203.0,5.0,26.5,True,False,False,False,False
383,2014,1595.0,120.7,5.0,11.77,False,False,False,True,False
384,2017,2143.0,204.0,5.0,37.0,True,False,False,False,False
385,2016,1497.0,117.3,5.0,8.75,False,False,False,True,True
387,2011,1497.0,118.0,5.0,3.75,False,False,False,True,True
388,2010,1599.0,103.2,5.0,2.5,False,False,False,True,True
389,2017,1999.0,246.74,5.0,34.5,False,False,False,True,False
390,2015,1198.0,86.7,5.0,4.65,False,False,False,True,True
391,2015,1598.0,122.0,4.0,32.0,False,False,False,True,False
392,2017,2987.0,282.0,5.0,62.81,True,False,False,False,False
393,2014,814.0,55.2,5.0,3.25,False,False,False,True,True
394,2014,998.0,67.04,5.0,3.1,False,False,False,True,True
395,2011,1248.0,73.9,5.0,3.91,True,False,False,False,True
396,2011,1995.0,181.0,5.0,11.0,True,False,False,False,False
397,2014,2179.0,138.03,5.0,3.5,True,False,False,False,True
398,2014,1968.0,143.0,5.0,16.5,True,False,False,False,False
399,2012,2179.0,187.7,5.0,30.0,True,False,False,False,False
400,2010,2987.0,224.0,7.0,28.0,True,False,False,False,False
401,2018,2477.0,175.56,7.0,28.0,True,False,False,False,False
402,2010,796.0,46.3,5.0,0.92,False,False,False,True,True
403,2013,1061.0,64.0,5.0,2.75,False,False,False,True,True
404,2017,2179.0,187.7,5.0,53.83,True,False,False,False,False
405,2011,1591.0,121.3,5.0,4.95,False,False,False,True,True
406,2013,2993.0,218.0,5.0,33.5,True,False,False,False,False
407,2013,2993.0,270.9,5.0,27.95,True,False,False,False,False
408,2010,1798.0,157.75,5.0,7.25,False,False,False,True,False
409,2017,1968.0,174.33,5.0,25.71,True,False,False,False,False
410,2014,2179.0,187.7,5.0,29.67,True,False,False,False,False
411,2013,2143.0,170.0,5.0,19.0,True,False,False,False,False
412,2017,2179.0,120.0,7.0,13.05,True,False,False,False,True
413,2015,1995.0,190.0,5.0,25.5,True,False,False,False,False
414,2017,1497.0,117.3,7.0,8.5,False,False,False,True,True
415,2010,2400.0,215.0,5.0,7.25,True,False,False,False,False
416,2005,1495.0,94.0,5.0,0.8,False,False,False,True,True
417,2017,1197.0,81.86,5.0,6.9,False,False,False,True,True
418,2018,2996.0,367.0,5.0,70.99,False,False,False,True,False
419,2015,814.0,55.2,5.0,2.25,False,False,False,True,True
420,2018,1197.0,81.86,5.0,5.5,False,False,False,True,True
421,2013,1493.0,100.0,5.0,4.35,False,False,False,True,True
422,2010,1198.0,73.9,5.0,2.25,False,False,False,True,True
423,2016,1798.0,187.74,5.0,24.5,False,False,False,True,False
425,2017,1591.0,121.3,5.0,12.03,False,False,False,True,True
426,2011,1796.0,186.0,5.0,8.5,False,False,False,True,False
427,2014,1998.0,189.08,4.0,28.5,False,False,False,True,False
429,2013,1364.0,67.04,5.0,5.75,True,False,False,False,True
430,2014,1198.0,86.8,5.0,3.2,False,False,False,True,True
431,2018,1197.0,83.1,5.0,9.89,False,False,False,True,False
432,2012,1968.0,138.1,5.0,6.58,True,False,False,False,False
433,2018,814.0,55.2,5.0,4.06,False,False,False,True,True
434,2019,1461.0,108.45,5.0,13.37,True,False,False,False,True
435,2011,2993.0,258.0,5.0,25.82,True,False,False,False,False
436,2016,796.0,47.3,5.0,3.74,False,False,False,True,True
437,2015,1984.0,150.0,5.0,22.0,True,False,False,False,False
438,2007,998.0,67.1,5.0,1.45,False,False,False,True,True
439,2008,1497.0,78.0,5.0,2.0,False,False,False,True,True
440,2017,1196.0,73.0,5.0,4.7,False,False,False,False,True
441,2014,1399.0,98.79,8.0,3.75,False,False,False,True,True
442,2016,2523.0,62.1,7.0,7.7,True,False,False,False,True
444,2014,814.0,55.2,5.0,2.6,False,False,False,True,True
445,2017,1591.0,121.3,5.0,13.77,False,False,False,True,False
446,2017,1598.0,103.5,5.0,7.1,False,False,False,True,True
447,2008,1799.0,130.0,5.0,2.65,False,False,False,True,False
448,2014,1248.0,74.0,5.0,2.5,True,False,False,False,True
449,2013,2179.0,140.0,7.0,7.53,True,False,False,False,True
450,2017,1197.0,81.83,5.0,7.98,False,False,False,True,True
